"Kvittonamn","Varugrupp","Pris","Volym","AntalSålda","Alkoholhalt","APK"
"Lazy Bunny Single Hop 5,5% 500ml","Specialöl",32.5,500,5447,5.5,0.846153846153846
"Stockholm Syndrome Red Ale 6% 330ml","Specialöl",29,330,4358,6,0.682758620689655
"Svartkropp Peat Imp Stout 8,4% 330","Specialöl",39,330,1714,8.4,0.710769230769231
"Herman Hedning Helvete 4,7% 500ml","Specialöl",35.3,500,1649,4.7,0.6657223796034
"HelVete 4,7% 500ml","Specialöl",32.3,500,1207,4.7,0.727554179566564
"O'Hara's Irish Red Ale 4,3% 330","Specialöl",16.8,330,10682,4.3,0.844642857142857
"Folkes Pale Ale 5,8% 330ml","Specialöl",22.9,330,30878,5.8,0.835807860262009
"White Rascal 5,6% brk 355 ml","Specialöl",24.5,355,18719.014084507,5.6,0.811428571428571
"La Trappe Blond 6,5% 330 ml","Specialöl",23.9,330,14790,6.5,0.897489539748954
"Rådanäs Alter Ego 4,9% 330ml","Specialöl",22.9,330,13534,4.9,0.706113537117904
"Belle Chic Belgisk Enkel 5,1% 330ml","Specialöl",24.9,330,247,5.1,0.675903614457831
"Strandlida Bryggeri Mörk A 5,8% 500","Specialöl",35.1,500,1215,5.8,0.826210826210826
"Strandlida Bryggeri Ljus A 5,8% 500","Specialöl",35.1,500,3133,5.8,0.826210826210826
"Meteor Blanche 5% 250ml","Specialöl",19.1,250,96,5,0.654450261780105
"Anosteké Brune 8,5% 330ml","Specialöl",32.7,330,53,8.5,0.857798165137615
"Charlis Ipanema APA 5,9% 500ml","Specialöl",33.1,500,1053,5.9,0.891238670694864
"Bockor Cuvée de Jacobins 5,5% 330ml","Specialöl",29.9,330,36230,5.5,0.607023411371237
"Black Tongue DIPA 8,3% 330ml","Specialöl",40.5,330,2,8.3,0.676296296296296
"Brygghus 19 Respons 5,6% 330ml","Specialöl",23.9,330,6757,5.6,0.773221757322176
"Spitfire Ale 4,2% brk 440 ml","Specialöl",18.9,440,54024,4.2,0.977777777777778
"Anosteké Blonde 8% 330ml","Specialöl",31.7,330,96,8,0.832807570977918
"Miami Vice Pale Ale 4,8% 330ml","Specialöl",29.7,330,576,4.8,0.533333333333333
"Flensburger Weizen 5,1% 330ml","Specialöl",22.9,330,168,5.1,0.734934497816594
"Colomba Biere Blanche de C 5% 330","Specialöl",29.1,330,24,5,0.56701030927835
"Nymph Saison 5,5% 330ml","Specialöl",39.3,330,2932,5.5,0.461832061068702
"Twisted Twin DIPA 7,2% 500ml","Specialöl",59.8,500,2,7.2,0.602006688963211
"Bånsen Brown Ale 5,5% 330ml","Specialöl",23.9,330,9125,5.5,0.759414225941423
"Leufsta APA 4,8% 330ml","Specialöl",22.9,330,8260,4.8,0.691703056768559
"Flamingo-go IPA 6% 330ml","Specialöl",39.9,330,6370,6,0.496240601503759
"Hökarängen IPA 7% 330ml","Specialöl",39.9,330,1809,7,0.578947368421053
"Dubbel PIPA 10% 330ml","Specialöl",49,330,3403,10,0.673469387755102
"Puttin' In Hours 5,5% 330ml","Specialöl",39.9,330,4279,5.5,0.454887218045113
"Sälen Pale Ale 5,1% 330ml","Specialöl",27.5,330,10411,5.1,0.612
"Fjäll RIPA 6,3% 330ml","Specialöl",30.3,330,11223,6.3,0.686138613861386
"Ambassadörsporter 15 7,8% 500ml","Specialöl",49.9,500,2953,7.8,0.781563126252505
"Sumpan Ale 5,2% 330ml","Specialöl",24.9,330,26834,5.2,0.689156626506024
"Barlingbo Galgbacken 5,8% 330ml","Specialöl",23.9,330,31982,5.8,0.800836820083682
"Halvlager 5,2% 330ml","Specialöl",24.9,330,21552,5.2,0.689156626506024
"Gathenhielm Ingela 5,1% 500ml","Specialöl",34,500,2956,5.1,0.75
"Sellskapsöl 6,8% 330ml","Specialöl",27.3,330,1017,6.8,0.821978021978022
"Barlingbo Bysen No:1 5,5% 330ml","Specialöl",19.9,330,9957,5.5,0.912060301507538
"Barlingbo Gumsen 5,3% 330ml","Specialöl",28.9,330,3561,5.3,0.605190311418685
"Brygghus 19 Passion IPA 6,6% 330ml","Specialöl",26.9,330,10906,6.6,0.809665427509294
"Ålö Ale 5,6% 500ml","Specialöl",30.3,500,13985,5.6,0.924092409240924
"Äppelbo Brown Ale 5,2% 330ml","Specialöl",26.9,330,817,5.2,0.637918215613383
"Äppelbo Amarillo IPA 5,2% 330ml","Specialöl",26.9,330,4466,5.2,0.637918215613383
"Saison Passionsfrukt 6,4% 330ml","Specialöl",29,330,10039,6.4,0.728275862068966
"Mademoiselle Saison 4,3% 330ml","Specialöl",25.1,330,3320,4.3,0.565338645418327
"Sierra Nevada Kellerweis 4,8% 355ml","Specialöl",26.9,355,669.633802816901,4.8,0.633457249070632
"Founders All Day IPA 4,7% 355ml","Specialöl",21.9,355,288861.014084507,4.7,0.761872146118721
"Stallhagen Honungsöl 4,7% 330ml","Specialöl",29.9,330,2125,4.7,0.518729096989967
"Camden Gentleman's Wit 4,3% 330ml","Specialöl",26.9,330,312,4.3,0.527509293680297
"St. Stefanus Blonde Ale 7% 330ml","Specialöl",26.9,330,1344,7,0.858736059479554
"Grande Dame 7% 750 ml","Specialöl",139,750,11,7,0.377697841726619
"Desperados 5,9% 330ml","Specialöl",19.3,330,632096,5.9,1.00880829015544
"Wedding Rauch 5,4% 330ml","Specialöl",32.4,330,80,5.4,0.55
"Traslovslage Belg Bl Ale 6,5% 330ml","Specialöl",28.3,330,887,6.5,0.757950530035336
"Père Noël 7% 750 ml","Specialöl",78.5,750,20,7,0.668789808917197
"Skovlyst India Pale Ale 6% 500ml","Specialöl",28.5,500,15,6,1.05263157894737
"Sons of Anarchy Amb Ale 4,7% 355ml","Specialöl",21.9,355,97388,4.7,0.761872146118721
"Bombardier 5,2% 330 ml","Specialöl",16.9,330,91712,5.2,1.01538461538462
"BrewDog Tokyo 16,5% 330ml","Specialöl",94.9,330,479,16.5,0.573761854583772
"Iron Maiden Trooper 4,7% 330 ml","Specialöl",19.9,330,7168,4.7,0.779396984924623
"Shipfaced IPA 7% 330ml","Specialöl",25.9,330,12386,7,0.891891891891892
"The Queen's Pale Ale brk 5,4% 330ml","Specialöl",20.9,330,10552,5.4,0.852631578947369
"The Queen's Pale Ale 5,4% 330ml","Specialöl",19.9,330,16785,5.4,0.895477386934674
"The Knight's IPA 6,4% 330ml","Specialöl",22.9,330,20558,6.4,0.922270742358079
"Stockholm Brew Besserweisser 5% 330","Specialöl",29,330,5118,5,0.568965517241379
"Charlis Trippelale 3x500ml","Specialöl",99,1500,1814,5.4,0.818181818181818
"CPA: En helt vanlig CP öl 5,8% 330","Specialöl",27,330,144,5.8,0.708888888888889
"Capri Birra Art Lemon Peel 5,3% 330","Specialöl",34.8,330,6,5.3,0.502586206896552
"Anchor Old Foghorn 8,8 % 355 ml","Specialöl",32.9,355,863.014084507042,8.8,0.949544072948328
"Hilliards Amber Ale 5,5% 355 ml","Specialöl",20.9,355,15005.014084507,5.5,0.934210526315789
"Innis & Gunn Bour Dark Ale 7,4% 330","Specialöl",25.9,330,220090,7.4,0.942857142857143
"Ballast Point Sculpin IPA 7% 355ml","Specialöl",27.9,355,345354,7,0.890681003584229
"Förstlingen 4,6% 330ml","Specialöl",33.4,330,7582,4.6,0.454491017964072
"Triple Epices du Mont Bl 7,2% 750","Specialöl",61,750,6232,7.2,0.885245901639344
"Saison Bocq 1858 6,4% 750 ml","Specialöl",55.9,750,81379,6.4,0.858676207513417
"Electric Nurse Marmel IPA 7,3% 330","Specialöl",29.9,330,5844,7.3,0.805685618729097
"CM Dubbel 4,5% 330ml","Specialöl",24.6,330,507,4.5,0.603658536585366
"Wermlands Premiärbrygd 5,6% 330ml","Specialöl",22.5,330,28352,5.6,0.821333333333333
"Amager Arctic Sunstone 6% 500ml","Specialöl",53.5,500,1408,6,0.560747663551402
"Slottskällans Rökporter 6% 330 ml","Specialöl",25.9,330,155,6,0.764478764478765
"Imperial Porter 8,5% 330 ml","Specialöl",48.5,330,2,8.5,0.578350515463918
"Vlaamsche Zotten 5% 330 ml","Specialöl",17.3,330,17943,5,0.953757225433526
"Kona Big Wave 4,4% 355ml","Specialöl",22.2,355,28408,4.4,0.703603603603604
"Konrads Stout 10,4% 330ml","Specialöl",30.6,330,540,10.4,1.12156862745098
"Barlingbo Slåttarn 5,5% 330ml","Specialöl",27.9,330,5581,5.5,0.650537634408602
"Imp Vanilla Coffee Porter 10% 330ml","Specialöl",35.4,330,263,10,0.932203389830508
"Grannen Ale 5,5% 500ml","Specialöl",42,500,7825,5.5,0.654761904761905
"Gathenhielm Paix 5,3% 500ml","Specialöl",33.9,500,4975,5.3,0.781710914454277
"Newcastle Brown Ale Brk 4,7% 330ml","Specialöl",14.9,330,11,4.7,1.04093959731544
"Brooklyn Blast 8,4% 355ml","Specialöl",31.5,355,2272,8.4,0.946666666666667
"Brooklyn Sorachi Ace 7,6% 750ml","Specialöl",89,750,1020,7.6,0.640449438202247
"King Goblin 6,6% 500ml","Specialöl",27.6,500,3024,6.6,1.19565217391304
"Samuel Adams Cream Stout 4,9% 355ml","Specialöl",21.6,355,624,4.9,0.805324074074074
"Samuel Adams Rebel IPA 6,5% 355ml","Specialöl",22.9,355,6431.01408450704,6.5,1.00764192139738
"Samuel Adams Imperial Sto 9,2% 355","Specialöl",31.1,355,420,9.2,1.05016077170418
"Samuel Adams Honey Queen 7,5% 650","Specialöl",54.9,650,60,7.5,0.887978142076503
"Hofbräu München Weisse 5,1% 500ml","Specialöl",22.5,500,419,5.1,1.13333333333333
"Kasteel Triple Blonde 11% 330ml","Specialöl",41.5,330,24,11,0.874698795180723
"Stallhagen US Red Ale 6% 330ml","Specialöl",29.9,330,2487,6,0.662207357859532
"Stallhagen Pale Ale 6% 330ml","Specialöl",29.9,330,3972,6,0.662207357859532
"Stallhagen Baltic Porter 7% 330ml","Specialöl",32.9,330,1183,7,0.702127659574468
"Hantverksbryggeriet Kosacken 7% 330","Specialöl",39.9,330,760,7,0.578947368421053
"Beerbliotek Bobek Citra 5,5% 330ml","Specialöl",26.6,330,5803,5.5,0.682330827067669
"Hip Hops IPA 6% 330ml","Specialöl",27.3,330,6209,6,0.725274725274725
"Beerbliotek Black IPA Casc 6,9% 330","Specialöl",31.9,330,4718,6.9,0.713793103448276
"Bottled Badger B Wine 10,5% 500ml","Specialöl",47.5,500,1750,10.5,1.10526315789474
"Strandlida Brygg Röd Ale 5,3% 500ml","Specialöl",32.2,500,1837,5.3,0.822981366459627
"Söderarm Ale 5,5% 330ml","Specialöl",24.8,330,6713,5.5,0.731854838709677
"Tjärven Ale 8% 330ml","Specialöl",35.5,330,3753,8,0.743661971830986
"Lerskärsgrund Ale 6,8% 330ml","Specialöl",31.7,330,3747,6.8,0.70788643533123
"Spelmans Ale 5,2% 330ml","Specialöl",28.9,330,16628,5.2,0.593771626297578
"Port Brewing Santas Littl 10,5% 650","Specialöl",91.3,650,200,10.5,0.747535596933187
"Paulaner Hefe-Weiss Dunkel 5,3% 500","Specialöl",22.5,500,1139,5.3,1.17777777777778
"Lupulus Triple 8,5% 750ml","Specialöl",97.9,750,345,8.5,0.651174668028601
"Rådanäs Porter 5,6% 330ml","Specialöl",26.9,330,4340,5.6,0.686988847583643
"Double Hop Monster Ipa 7,2% 330ml","Specialöl",24.9,330,576,7.2,0.95421686746988
"Strong Suffolk Dark Ale 6% 330ml","Specialöl",22.9,330,852,6,0.864628820960699
"Monteith's IPA 5,5% 330ml","Specialöl",19.3,330,647,5.5,0.940414507772021
"Monteith's South P Ale 4,6% 330ml","Specialöl",18.2,330,1008,4.6,0.834065934065934
"St Austell Big Job 7,2% 500ml","Specialöl",34.9,500,480,7.2,1.03151862464183
"Community Beer IPA 6% 330ml","Specialöl",43,330,4297,6,0.46046511627907
"Dugges Idjit! 9,5% 330ml","Specialöl",35.5,330,3075,9.5,0.883098591549296
"Dugges All The Way Ses IPA 4,2% 330","Specialöl",22.2,330,2,4.2,0.624324324324324
"Nakd Tonight IPA 5,5% 330ml","Specialöl",29.9,330,165,5.5,0.607023411371237
"Lorem Ipsum IPA 4,6% 330ml","Specialöl",28.9,330,47,4.6,0.525259515570934
"Mangofeber DIPA 8% 330ml","Specialöl",39.9,330,113859,8,0.661654135338346
"Amber Ale 4,8% 330ml","Specialöl",21.9,330,104457,4.8,0.723287671232877
"Finn Brygghus IPA 6,2% 330ml","Specialöl",27.5,330,19216,6.2,0.744
"Folkes Röda IPA 6% 330ml","Specialöl",27.9,330,27493,6,0.709677419354839
"Folkes Tjocke Stout 6% 330ml","Specialöl",28.9,330,5028,6,0.685121107266436
"Brygghus 19 Oak Balalaika 12,6% 330","Specialöl",52.9,330,302,12.6,0.786011342155009
"Carlskrona Jarramas 5% 330ml","Specialöl",25.1,330,2733,5,0.657370517928287
"The Kings Checkmate Stout 5,9% 330","Specialöl",21.8,330,2974,5.9,0.893119266055046
"The Bishops Rye Ale 5,4% 330ml","Specialöl",19.9,330,6998,5.4,0.895477386934674
"Hummelholm 5,9% 330ml","Specialöl",29.9,330,12693,5.9,0.651170568561873
"Villovägens Falu Imp IPA 9,5% 330ml","Specialöl",39.8,330,3597,9.5,0.787688442211055
"Villovägens Falu IPA 6,9% 330ml","Specialöl",29.8,330,5439,6.9,0.764093959731544
"Villovägens Falu Ale 5,4% 330ml","Specialöl",28.5,330,3676,5.4,0.625263157894737
"Stigbergets IPA Simcoe Cit 6,3% 330","Specialöl",29.9,330,19011,6.3,0.695317725752508
"Grästorps Ale 5,2% 330ml","Specialöl",27.9,330,3249,5.2,0.61505376344086
"Grästorps Forshalls Brus 5,2% 330ml","Specialöl",27.9,330,2672,5.2,0.61505376344086
"Endless Summer Ale Amarill 5,5% 330","Specialöl",28.9,330,6201,5.5,0.6280276816609
"Ten Fidy Imp Stout 10,5% brk 355 ml","Specialöl",51.7,355,1.01408450704225,10.5,0.720986460348162
"Brooklyn Black Chocol Stout 10% 355","Specialöl",24.2,355,1724,10,1.46694214876033
"Röbäck 5,6% 330ml","Specialöl",27.9,330,11474,5.6,0.662365591397849
"Innis & Gunn Irish Whi Fin 7,4% 330","Specialöl",26.4,330,11,7.4,0.925
"Äppelbo Irish Red Ale 5,2% 330ml","Specialöl",26.9,330,1211,5.2,0.637918215613383
"Strandlida Västkustskt Ale 5,8% 500","Specialöl",35.1,500,3686,5.8,0.826210826210826
"Abbaye des Rocs Grand Cru 9% 1,5L","Specialöl",281,1500,60,9,0.480427046263345
"Zeunerts Höga Kusten 5,3% brk 440ml","Specialöl",15.9,440,365576,5.3,1.46666666666667
"Oppigårds Everyday IPA 4,6% 330ml","Specialöl",19.9,330,526902,4.6,0.762814070351759
"Stiegl Weisse 5,1% 500 ml","Specialöl",22.4,500,5244,5.1,1.13839285714286
"Coppersmith's White IPA 7% 330 ml","Specialöl",28,330,5335,7,0.825
"Celt Silures American Ale 4,6% 330","Specialöl",26.4,330,48,4.6,0.575
"Celt Bleddyn Ap Brett P Al 5,6% 330","Specialöl",26.5,330,24,5.6,0.697358490566038
"Mikkel Peter Pale and Mary 4,6% 330","Specialöl",24.9,330,308540,4.6,0.609638554216867
"Sigtuna Organic Ale 4,5% brk 330ml","Specialöl",20.9,330,179294,4.5,0.710526315789474
"Terrapin Moo-Hoo Choc Milk 6% 355","Specialöl",25.9,355,46745.014084507,6,0.822393822393822
"Adnams Crystal Rye IPA 5% brk 330","Specialöl",20.9,330,33762,5,0.789473684210526
"Fenix Bitter Ale 5% 500ml","Specialöl",26.3,500,1082,5,0.950570342205323
"Badger Fursty Ferret 4,4% 500ml","Specialöl",29.8,500,548,4.4,0.738255033557047
"Badger Hopping Hare 4,4% 500ml","Specialöl",29.8,500,287,4.4,0.738255033557047
"Badger Tanglefoot 5% 500ml","Specialöl",30.3,500,505,5,0.825082508250825
"Timothy Taylor's Landlord 4,1 500ml","Specialöl",33.3,500,2206,4.1,0.615615615615616
"Vieille Ville Saison 6% 330 ml","Specialöl",33.2,330,439,6,0.596385542168675
"Ritterguts Gose 4,2% 500ml","Specialöl",45.3,500,4,4.2,0.463576158940397
"El Conquistador Sessi IPA 4,5% 355","Specialöl",23.9,355,38999.014084507,4.5,0.668410041841004
"Mors Lilla Bulldog 6,6% 330ml","Specialöl",30,330,5506,6.6,0.726
"La Chouffe Blonde 8% 750ml","Specialöl",80.1,750,424,8,0.749063670411985
"Maredsous Blond 6% 750ml","Specialöl",75.9,750,120,6,0.592885375494071
"Maredsous Tripel 10% 750ml","Specialöl",81.4,750,410,10,0.921375921375921
"Duvel 8,5% 750ml","Specialöl",81.2,750,215,8.5,0.785098522167488
"Houblon Chouffe 9% 750ml","Specialöl",81.3,750,387,9,0.830258302583026
"Duvel 8,5% 1,5L","Specialöl",202.1,1500,77,8.5,0.630875804057397
"La Trappe Blond 6,5% 750ml","Specialöl",77.9,750,100,6.5,0.625802310654685
"RLGK 10517 Celebration Stou 12% 330","Specialöl",39.9,330,9,12,0.992481203007519
"La Trappe Dubbel 7% 750ml","Specialöl",79,750,124,7,0.664556962025316
"La Trappe Tripel 8% 750ml","Specialöl",80.1,750,270,8,0.749063670411985
"Maredsous Tripel 10% 330ml","Specialöl",33.6,330,1164,10,0.982142857142857
"Maredsous Brune 8% 330ml","Specialöl",30.5,330,1223,8,0.865573770491803
"Urthel Hop It 9,5% 330ml","Specialöl",41,330,24,9.5,0.764634146341463
"Kackelbryggeriet Ale 5,5% 330ml","Specialöl",24.5,330,21449,5.5,0.740816326530612
"Urthel Samaranth 11,5% 330ml","Specialöl",42.6,330,72,11.5,0.890845070422535
"GAPA 5,2% 500ml","Specialöl",30.2,500,1134,5.2,0.860927152317881
"Psychedelia Blond Ale 5% 330ml","Specialöl",25,330,264,5,0.66
"Agent Provocateur IPA 6,5% 330ml","Specialöl",25,330,120,6.5,0.858
"The Holley Org Blonde Ale 4,8% 330","Specialöl",20,330,136635,4.8,0.792
"The Jeenius IPA 6,8% 330ml","Specialöl",27.2,330,30070,6.8,0.825
"The Crimson Red Ale 5,6% 330ml","Specialöl",23.3,330,17986,5.6,0.7931330472103
"Western Pacific IPA 7% 330ml","Specialöl",29,330,1124,7,0.796551724137931
"Eight Red Ale 5,6% 330ml","Specialöl",25.9,330,11379,5.6,0.713513513513513
"Ghost Grale 6,6% 330ml","Specialöl",29.9,330,5015,6.6,0.728428093645485
"Beavertown Gamma Ray 5,4% brk 330ml","Specialöl",30.9,330,1850,5.4,0.576699029126214
"Beavertown 8 Ball Rye 6,2% brk 330","Specialöl",35.9,330,233,6.2,0.56991643454039
"Beavertown Neck Oil 4,3% brk 330ml","Specialöl",30.9,330,539,4.3,0.459223300970874
"Birra Venezia Bianca 5% 330ml","Specialöl",27.8,330,24,5,0.593525179856115
"Corsendonk Agnus Tripel 7,5% 330ml","Specialöl",34.9,330,456,7.5,0.709169054441261
"Val Dieu Grand Cru 10,5% 750ml","Specialöl",114.5,750,466,10.5,0.687772925764192
"Zeunerts Höga kusten 5,3% fat 30L","Specialöl",1350,30000,17,5.3,1.17777777777778
"Viven Blond 6,1% 330ml","Specialöl",29.9,330,20,6.1,0.673244147157191
"Viven Bruin 6,1% 330ml","Specialöl",29.9,330,20,6.1,0.673244147157191
"Viven Ale 5% 330ml","Specialöl",28.6,330,20,5,0.576923076923077
"Fuller's ESB 5,9% 330 ml","Specialöl",21.9,330,521267,5.9,0.889041095890411
"Fuller's India Pale Ale 5,3% 330 ml","Specialöl",19.9,330,534234,5.3,0.878894472361809
"Tak Pale Ale 5,5% 330ml","Specialöl",50.5,330,24,5.5,0.359405940594059
"Ond Smoked Porter 6,3% 330ml","Specialöl",56.3,330,72,6.3,0.369271758436945
"Kramah IPA 7% 330ml","Specialöl",58,330,72,7,0.398275862068966
"D'UvaBeer 8% 330 ml","Specialöl",79.8,330,22,8,0.330827067669173
"Founders Imperial Stout 10,5% 355","Specialöl",35.8,355,1.01408450704225,10.5,1.04120111731844
"Helsingborgs Funky Monkey 5,1% 330","Specialöl",25.6,330,16158,5.1,0.657421875
"Burning Witches Brew 7,1% 500 ml","Specialöl",39.4,500,19,7.1,0.901015228426396
"Liefmans Kriek 6% 750ml","Specialöl",79.9,750,334,6,0.563204005006258
"Russian Imperial Porter10,2% 330 ml","Specialöl",29.9,330,340,10.2,1.1257525083612
"Olly Olly Oxen 6% 330 ml","Specialöl",25.1,330,26,6,0.788844621513944
"La Trappe Quadrupel 10% 750ml","Specialöl",79.9,750,794,10,0.938673341677096
"Golden Bitter 5,7% 330 ml","Specialöl",17.9,330,889,5.7,1.05083798882682
"The Great Advent Pale Ale 5% 330 ml","Specialöl",27.8,330,1542,5,0.593525179856115
"Great White Hype IPA 5,6% 330 ml","Specialöl",24.9,330,543,5.6,0.742168674698795
"CAP Exciter IPA 6% 330 ml","Specialöl",25.9,330,2665,6,0.764478764478765
"CAP Endless Vac Pale Ale 5,3% 330","Specialöl",24.9,330,5087,5.3,0.702409638554217
"Äppelbo Imper NitroStout 9,5% 330ml","Specialöl",36.9,330,2974,9.5,0.849593495934959
"Twisted Twin DIPA 7,2% 330ml","Specialöl",37.8,330,8409,7.2,0.628571428571429
"African Pale Ale 4,7% 330ml","Specialöl",32.9,330,11190,4.7,0.471428571428571
"La Trappe Isid'or 7,5% 750ml","Specialöl",79,750,286,7.5,0.712025316455696
"Stockholm Brewing IPA 6% 330 ml","Specialöl",35.8,330,11734,6,0.553072625698324
"Hanssens Oude Gueuze 6% 375ml","Specialöl",69.9,375,6,6,0.321888412017167
"Ingefära Ale 4,8% 330ml","Specialöl",24.9,330,7632,4.8,0.636144578313253
"Ocean We Can Do It 4,6% 500ml","Specialöl",29.8,500,915,4.6,0.771812080536913
"Ommegang Abbey Ale 8,5% 750ml","Specialöl",75,750,188,8.5,0.85
"Herman Hedning Self Bast 5,8% 500ml","Specialöl",35.8,500,2122,5.8,0.810055865921788
"Joars Gästabud 7,4% 330ml","Specialöl",37.1,330,1516,7.4,0.65822102425876
"Malakias 2014 6,8% 500 ml","Specialöl",42.3,500,8,6.8,0.803782505910166
"Södra Jura Half The Story 7% 330ml","Specialöl",28.9,330,877,7,0.799307958477509
"Grebbestad Sea Monkey APA 5,2% 330","Specialöl",20.3,330,10543,5.2,0.845320197044335
"Fryken Havre Ale 5,6% 330ml","Specialöl",27.1,330,12927,5.6,0.681918819188192
"Liefmans Fruitesse 3,8% 250ml","Specialöl",20,250,8142,3.8,0.475
"Dolden Sud IPA 6,5% 330ml","Specialöl",24.9,330,316,6.5,0.86144578313253
"Riedenburger Emmerbier 5,1% 500ml","Specialöl",34.7,500,158,5.1,0.734870317002882
"Manor Ale No.1 5,5% 500ml","Specialöl",41.4,500,24,5.5,0.664251207729469
"Viven Porter 7% 330ml","Specialöl",34.2,330,41,7,0.675438596491228
"3 Fonteinen Oude Geuze 6% 375 ml","Specialöl",59,375,3724,6,0.38135593220339
"Klackabacken Pale Ale 5,2% 330 ml","Specialöl",24.8,330,10051,5.2,0.691935483870968
"St. Feuillien Bruin 8,5% 330ml","Specialöl",38.9,330,24,8.5,0.721079691516709
"St Feuillien Grand Cru 9,5% 330ml","Specialöl",41.8,330,24,9.5,0.75
"Sigtuna 10y Anniv Ale 15 8,5% 330","Specialöl",29.9,330,2,8.5,0.938127090301003
"Monks Orange Ale 6,5% 330 ml","Specialöl",29,330,1023,6.5,0.739655172413793
"Skebo Herrgårdsporter 5% 500 ml","Specialöl",29.6,500,4415,5,0.844594594594595
"Monks Black Jack 9,7% 330 ml","Specialöl",48.9,330,1352,9.7,0.654601226993865
"Anders 5,8% 500 ml","Specialöl",43.2,500,7916,5.8,0.671296296296296
"O/O Baltic Porter 7,5% 330 ml","Specialöl",40,330,984,7.5,0.61875
"Grado Plato Nanoro 4,7% 750ml","Specialöl",106.2,750,8,4.7,0.331920903954802
"Grado Plato Arabicaporter 4,5% 750","Specialöl",103.9,750,5,4.5,0.324831568816169
"Grado Plato Chocarrubica 7% 750ml","Specialöl",121.5,750,16,7,0.432098765432099
"Grado Plato Kukumerla 10% 750ml","Specialöl",126.4,750,24,10,0.593354430379747
"Grado Plato Melissa 6,7% 750ml","Specialöl",102.6,750,8,6.7,0.489766081871345
"Blanche des Honnelles 6% 330ml","Specialöl",36.4,330,24,6,0.543956043956044
"Abbaye des Rocs Blonde 7,5% 330ml","Specialöl",37.9,330,24,7.5,0.653034300791557
"A ship full of IPA 5,8% 330ml","Specialöl",14.9,330,164846,5.8,1.28456375838926
"Abbaye des Rocs Tripl 10% 330","Specialöl",40.4,330,24,10,0.816831683168317
"De Ranke XX Bitter 6% 330ml","Specialöl",37.1,330,24,6,0.533692722371968
"Saison Dup Biologique 5,5% 750 ml","Specialöl",54,750,15640,5.5,0.763888888888889
"Brooklyn Kriek 10,1% 750 ml","Specialöl",149,750,3,10.1,0.508389261744966
"Bush Prestige 13% 750ml","Specialöl",239,750,37,13,0.407949790794979
"Mohawk Anything Gose 3,8% 330 ml","Specialöl",24.9,330,7675,3.8,0.503614457831325
"Ritterguts Gose 4,2% 500 ml","Specialöl",37.5,500,17,4.2,0.56
"Nomada Tundra 6% 330 ml","Specialöl",35.9,330,16,6,0.551532033426184
"Nomada Royal Porter 10% 330 ml","Specialöl",39.9,330,15,10,0.827067669172932
"Dugges All The Way 4,2% 330 ml","Specialöl",21.9,330,159845,4.2,0.632876712328767
